strategy,time_s,height_m
constant_speed,754.1536391267018,10625.479223629538
constant_speed,759.1536391267018,10632.941093235662
constant_speed,761.9167388253561,10637.064671167678
constant_mach,0.0,9500.0
constant_mach,0.0003738312597157,9500.000450433696
constant_mach,0.0041121438568733,9500.004954769336
constant_mach,0.0414952698284491,9500.049998005932
constant_mach,0.415326529544207,9500.5004183835
constant_mach,4.153639126701786,9505.00342486607
constant_mach,9.153639126701789,9511.022811042754
constant_mach,14.153639126701789,9517.03833055707
constant_mach,19.153639126701787,9523.050001482903
constant_mach,24.153639126701787,9529.057841851703
constant_mach,29.153639126701787,9535.061869652898
constant_mach,34.15363912670179,9541.062102834134
constant_mach,39.15363912670179,9547.058559301531
constant_mach,44.15363912670179,9553.051256919936
constant_mach,49.15363912670179,9559.040213513174
constant_mach,54.15363912670179,9565.02544686427
constant_mach,59.15363912670179,9571.006974715718
constant_mach,64.15363912670179,9576.984814769714
constant_mach,69.15363912670179,9582.958984687906
constant_mach,74.15363912670179,9588.929502093628
constant_mach,79.15363912670179,9594.89638456892
constant_mach,84.15363912670179,9600.859649657346
constant_mach,89.15363912670179,9606.819314863233
constant_mach,94.1536391267018,9612.775397652042
constant_mach,99.1536391267018,9618.72791545061
constant_mach,104.1536391267018,9624.676885647395
constant_mach,109.1536391267018,9630.622325592694
constant_mach,114.1536391267018,9636.564252598884
constant_mach,119.1536391267018,9642.502683940667
constant_mach,124.1536391267018,9648.437636855277
constant_mach,129.1536391267018,9654.369128542729
constant_mach,134.1536391267018,9660.297176166034
constant_mach,139.1536391267018,9666.22179685145
constant_mach,144.1536391267018,9672.143007688685
constant_mach,149.1536391267018,9678.060825731136
constant_mach,154.1536391267018,9683.975267996108
constant_mach,159.1536391267018,9689.886351465047
constant_mach,164.1536391267018,9695.794093083765
constant_mach,169.1536391267018,9701.698509762648
constant_mach,174.1536391267018,9707.599618376884
constant_mach,179.1536391267018,9713.497435766703
constant_mach,184.1536391267018,9719.391978737563
constant_mach,189.1536391267018,9725.283264060405
constant_mach,194.1536391267018,9731.17130847184
constant_mach,199.1536391267018,9737.056128674389
constant_mach,204.1536391267018,9742.937741336686
constant_mach,209.1536391267018,9748.8161630937
constant_mach,214.1536391267018,9754.691410546957
constant_mach,219.1536391267018,9760.563500264729
constant_mach,224.1536391267018,9766.43244878228
constant_mach,229.1536391267018,9772.29827260205
constant_mach,234.1536391267018,9778.16098819389
constant_mach,239.1536391267018,9784.020611995256
constant_mach,244.1536391267018,9789.877160411424
constant_mach,249.1536391267018,9795.730649815703
constant_mach,254.1536391267018,9801.581096549644
constant_mach,259.1536391267018,9807.428516923228
constant_mach,264.1536391267018,9813.27292721511
constant_mach,269.1536391267018,9819.11434367278
constant_mach,274.1536391267018,9824.952782512815
constant_mach,279.1536391267018,9830.788259921048
constant_mach,284.1536391267018,9836.620792052778
constant_mach,289.1536391267018,9842.450395032994
constant_mach,294.1536391267018,9848.277084956551
constant_mach,299.1536391267018,9854.10087788839
constant_mach,304.1536391267018,9859.921789863718
constant_mach,309.1536391267018,9865.739836888237
constant_mach,314.1536391267018,9871.555034938316
constant_mach,319.1536391267018,9877.367399961204
constant_mach,324.1536391267018,9883.176947875225
constant_mach,329.1536391267018,9888.983694569975
constant_mach,334.1536391267018,9894.78765590652
constant_mach,339.1536391267018,9900.588847717583
constant_mach,344.1536391267018,9906.387285807754
constant_mach,349.1536391267018,9912.18298595367
constant_mach,354.1536391267018,9917.975963904217
constant_mach,359.1536391267018,9923.76623538072
constant_mach,364.1536391267018,9929.553816077132
constant_mach,369.1536391267018,9935.338721660237
constant_mach,374.1536391267018,9941.120967769832
constant_mach,379.1536391267018,9946.900570018915
constant_mach,384.1536391267018,9952.677543993876
constant_mach,389.1536391267018,9958.451905254697
constant_mach,394.1536391267018,9964.223669335128
constant_mach,399.1536391267018,9969.992851742874
constant_mach,404.1536391267018,9975.759467959791
constant_mach,409.1536391267018,9981.523533442076
constant_mach,414.1536391267018,9987.285063620426
constant_mach,419.1536391267018,9993.044073900255
constant_mach,424.1536391267018,9998.800579661876
constant_mach,429.1536391267018,10004.554596260652
constant_mach,434.1536391267018,10010.306139027218
constant_mach,439.1536391267018,10016.055223267644
constant_mach,444.1536391267018,10021.801864263629
constant_mach,449.1536391267018,10027.54607727266
constant_mach,454.1536391267018,10033.287877528224
constant_mach,459.1536391267018,10039.02728023997
constant_mach,464.1536391267018,10044.764300593888
constant_mach,469.1536391267018,10050.498953752496
constant_mach,474.1536391267018,10056.231254855016
constant_mach,479.1536391267018,10061.96121901755
constant_mach,484.1536391267018,10067.68886133326
constant_mach,489.1536391267018,10073.414196872554
constant_mach,494.1536391267018,10079.137240683243
constant_mach,499.1536391267018,10084.858007790735
constant_mach,504.1536391267018,10090.576513198195
constant_mach,509.1536391267018,10096.29277188675
constant_mach,514.1536391267018,10102.00679881562
constant_mach,519.1536391267018,10107.718608922323
constant_mach,524.1536391267018,10113.428217122846
constant_mach,529.1536391267018,10119.135638311807
constant_mach,534.1536391267018,10124.840887362643
constant_mach,539.1536391267018,10130.543979127764
constant_mach,544.1536391267018,10136.24492843873
constant_mach,549.1536391267018,10141.943750106437
constant_mach,554.1536391267018,10147.640458921269
constant_mach,559.1536391267018,10153.335069653276
constant_mach,564.1536391267018,10159.02759705235
constant_mach,569.1536391267018,10164.718055848383
constant_mach,574.1536391267018,10170.40646075144
constant_mach,579.1536391267018,10176.092826451928
constant_mach,584.1536391267018,10181.77716762077
constant_mach,589.1536391267018,10187.45949890956
constant_mach,594.1536391267018,10193.139834950236
constant_mach,599.1536391267018,10198.81819035726
constant_mach,604.1536391267018,10204.49457972476
constant_mach,609.1536391267018,10210.169017628705
constant_mach,614.1536391267018,10215.841518626588
constant_mach,619.1536391267018,10221.512097257551
constant_mach,624.1536391267018,10227.180768042612
constant_mach,629.1536391267018,10232.84754548475
constant_mach,634.1536391267018,10238.512444069138
constant_mach,639.1536391267018,10244.175478263269
constant_mach,644.1536391267018,10249.836662517097
constant_mach,649.1536391267018,10255.496011263293
constant_mach,654.1536391267018,10261.153538917317
constant_mach,659.1536391267018,10266.80925987761
constant_mach,664.1536391267018,10272.46318852575
constant_mach,669.1536391267018,10278.115339226611
constant_mach,674.1536391267018,10283.765726328547
constant_mach,679.1536391267018,10289.414364163516
constant_mach,684.1536391267018,10295.06126704726
constant_mach,689.1536391267018,10300.706449279474
constant_mach,694.1536391267018,10306.34992514395
constant_mach,699.1536391267018,10311.991708908728
constant_mach,704.1536391267018,10317.631814826284
constant_mach,709.1536391267018,10323.27025713366
constant_mach,714.1536391267018,10328.907050052638
constant_mach,719.1536391267018,10334.54220778988
constant_mach,724.1536391267018,10340.175744537111
constant_mach,729.1536391267018,10345.807674471262
constant_mach,734.1536391267018,10351.43801175461
constant_mach,739.1536391267018,10357.06677053497
constant_mach,744.1536391267018,10362.693964945816
constant_mach,749.1536391267018,10368.319609106464
constant_mach,754.1536391267018,10373.943717122209
constant_mach,759.1536391267018,10379.56630308448
constant_mach,764.1536391267018,10385.187381071017
constant_mach,769.1536391267018,10390.806965145994
constant_mach,774.1536391267018,10396.4250693602
constant_mach,779.1536391267018,10402.04170775117
constant_mach,784.1536391267018,10407.656894343358
constant_mach,789.1536391267018,10413.270643148277
constant_mach,794.1536391267018,10418.882968164658
constant_mach,799.1536391267018,10424.493883378604
constant_mach,804.1536391267018,10430.103402763742
constant_mach,809.1536391267018,10435.711540281356
constant_mach,811.0317770492791,10437.817757263148
