strategy,time_s,climb_rate_mps
constant_speed,684.1536391267018,1.492373921224888
constant_speed,689.1536391267018,1.492373921224888
constant_speed,694.1536391267018,1.492373921224888
constant_speed,699.1536391267018,1.492373921224888
constant_speed,704.1536391267018,1.492373921224888
constant_speed,709.1536391267018,1.492373921224888
constant_speed,714.1536391267018,1.492373921224888
constant_speed,719.1536391267018,1.492373921224888
constant_speed,724.1536391267018,1.4923739212248883
constant_speed,729.1536391267018,1.492373921224888
constant_speed,734.1536391267018,1.4923739212248883
constant_speed,739.1536391267018,1.4923739212248883
constant_speed,744.1536391267018,1.4923739212248877
constant_speed,749.1536391267018,1.4923739212248877
constant_speed,754.1536391267018,1.492373921224888
constant_speed,759.1536391267018,1.4923739212248877
constant_speed,761.9167388253561,1.492373921224888
constant_mach,0.0,1.2049117991909557
constant_mach,0.0003738312597157,1.204911740875426
constant_mach,0.0041121438568733,1.2049111577212523
constant_mach,0.0414952698284491,1.2049053262912666
constant_mach,0.415326529544207,1.204847023165271
constant_mach,4.153639126701786,1.2042651085627938
constant_mach,9.153639126701789,1.2034899659185725
constant_mach,14.153639126701789,1.2027184422635524
constant_mach,19.153639126701787,1.2019505291173
constant_mach,24.153639126701787,1.20118621804976
constant_mach,29.153639126701787,1.2004255006810092
constant_mach,34.15363912670179,1.199668368681029
constant_mach,39.15363912670179,1.1989148137694812
constant_mach,44.15363912670179,1.1981648277154953
constant_mach,49.15363912670179,1.197418402337444
constant_mach,54.15363912670179,1.1966755295027334
constant_mach,59.15363912670179,1.1959362011275767
constant_mach,64.15363912670179,1.1952004091767932
constant_mach,69.15363912670179,1.194468145663656
constant_mach,74.15363912670179,1.1937394026494144
constant_mach,79.15363912670179,1.193014172243519
constant_mach,84.15363912670179,1.19229244660307
constant_mach,89.15363912670179,1.1915742179327404
constant_mach,94.1536391267018,1.1908594784845643
constant_mach,99.1536391267018,1.1901482205577192
constant_mach,104.1536391267018,1.1894404364983375
constant_mach,109.1536391267018,1.188736118699303
constant_mach,114.1536391267018,1.1880352596000494
constant_mach,119.1536391267018,1.1873378516863695
constant_mach,124.1536391267018,1.186643887490219
constant_mach,129.1536391267018,1.1859533595895155
constant_mach,134.1536391267018,1.185266260607963
constant_mach,139.1536391267018,1.1845825832148449
constant_mach,144.1536391267018,1.1839023201248418
constant_mach,149.1536391267018,1.183225464097845
constant_mach,154.1536391267018,1.1825520079387728
constant_mach,159.1536391267018,1.1818819444973765
constant_mach,164.1536391267018,1.1812152666680655
constant_mach,169.1536391267018,1.180551967389723
constant_mach,174.1536391267018,1.1798920396455257
constant_mach,179.1536391267018,1.1792354764627615
constant_mach,184.1536391267018,1.1785822709126588
constant_mach,189.1536391267018,1.1779324161102012
constant_mach,194.1536391267018,1.1772859052139617
constant_mach,199.1536391267018,1.1766427314259231
constant_mach,204.1536391267018,1.1760028879913058
constant_mach,209.1536391267018,1.175366368198399
constant_mach,214.1536391267018,1.1747331653783926
constant_mach,219.1536391267018,1.1741032729052032
constant_mach,224.1536391267018,1.173476684195314
constant_mach,229.1536391267018,1.1728533927076064
constant_mach,234.1536391267018,1.1722333919431878
constant_mach,239.1536391267018,1.1716166754452466
constant_mach,244.1536391267018,1.17100323679887
constant_mach,249.1536391267018,1.1703930696308975
constant_mach,254.1536391267018,1.1697861676097585
constant_mach,259.1536391267018,1.1691825244453118
constant_mach,264.1536391267018,1.1685821338886884
constant_mach,269.1536391267018,1.1679849897321375
constant_mach,274.1536391267018,1.167391085808877
constant_mach,279.1536391267018,1.166800415992928
constant_mach,284.1536391267018,1.16621297419898
constant_mach,289.1536391267018,1.165628754382223
constant_mach,294.1536391267018,1.1650477505382113
constant_mach,299.1536391267018,1.1644699567027073
constant_mach,304.1536391267018,1.16389536695154
constant_mach,309.1536391267018,1.1633239754004552
constant_mach,314.1536391267018,1.1627557762049727
constant_mach,319.1536391267018,1.162190763560242
constant_mach,324.1536391267018,1.1616289317008988
constant_mach,329.1536391267018,1.1610702749009305
constant_mach,334.1536391267018,1.160514787473526
constant_mach,339.1536391267018,1.1599624637709445
constant_mach,344.1536391267018,1.1594132981843752
constant_mach,349.1536391267018,1.158867285143801
constant_mach,354.1536391267018,1.1583244191178628
constant_mach,359.1536391267018,1.157784694613725
constant_mach,364.1536391267018,1.1572481061769426
constant_mach,369.1536391267018,1.1567146483913324
constant_mach,374.1536391267018,1.156184315878834
constant_mach,379.1536391267018,1.1556571032993876
constant_mach,384.1536391267018,1.1551330053508038
constant_mach,389.1536391267018,1.15461201676863
constant_mach,394.1536391267018,1.154094132326031
constant_mach,399.1536391267018,1.1535793468336617
constant_mach,404.1536391267018,1.1530676551395398
constant_mach,409.1536391267018,1.1525590521289262
constant_mach,414.1536391267018,1.1520535327241983
constant_mach,419.1536391267018,1.1515510918847316
constant_mach,424.1536391267018,1.1510517246067808
constant_mach,429.1536391267018,1.1505554259233557
constant_mach,434.1536391267018,1.150062190904107
constant_mach,439.1536391267018,1.149572014655213
constant_mach,444.1536391267018,1.149084892319249
constant_mach,449.1536391267018,1.1486008190750898
constant_mach,454.1536391267018,1.1481197901377844
constant_mach,459.1536391267018,1.1476418007584457
constant_mach,464.1536391267018,1.1471668462241391
constant_mach,469.1536391267018,1.1466949218577729
constant_mach,474.1536391267018,1.1462260230179837
constant_mach,479.1536391267018,1.145760145099033
constant_mach,484.1536391267018,1.1452972835306925
constant_mach,489.1536391267018,1.1448374337781413
constant_mach,494.1536391267018,1.1443805913418623
constant_mach,499.1536391267018,1.1439267517575322
constant_mach,504.1536391267018,1.143475910595915
constant_mach,509.1536391267018,1.143028063462766
constant_mach,514.1536391267018,1.1425832059987266
constant_mach,519.1536391267018,1.1421413338792208
constant_mach,524.1536391267018,1.1417024428143554
constant_mach,529.1536391267018,1.1412665285488246
constant_mach,534.1536391267018,1.140833586861803
constant_mach,539.1536391267018,1.140403613566859
constant_mach,544.1536391267018,1.139976604511847
constant_mach,549.1536391267018,1.1395525555788235
constant_mach,554.1536391267018,1.1391314626839404
constant_mach,559.1536391267018,1.1387133217773584
constant_mach,564.1536391267018,1.138298128843152
constant_mach,569.1536391267018,1.137885879899219
constant_mach,574.1536391267018,1.1374765709971837
constant_mach,579.1536391267018,1.137070198222317
constant_mach,584.1536391267018,1.1366667576934353
constant_mach,589.1536391267018,1.1362662455628203
constant_mach,594.1536391267018,1.13586865801617
constant_mach,599.1536391267018,1.1354739912723455
constant_mach,604.1536391267018,1.1350822415835375
constant_mach,609.1536391267018,1.1346934052350066
constant_mach,614.1536391267018,1.1343074785450535
constant_mach,619.1536391267018,1.1339244578649257
constant_mach,624.1536391267018,1.1335443395787397
constant_mach,629.1536391267018,1.1331671201033957
constant_mach,634.1536391267018,1.132792795888505
constant_mach,639.1536391267018,1.1324213634162996
constant_mach,644.1536391267018,1.132052819201565
constant_mach,649.1536391267018,1.1316871597915494
constant_mach,654.1536391267018,1.1313243817658951
constant_mach,659.1536391267018,1.130964481736561
constant_mach,664.1536391267018,1.1306074563477455
constant_mach,669.1536391267018,1.130253302275812
constant_mach,674.1536391267018,1.1299020162292162
constant_mach,679.1536391267018,1.1295535949484332
constant_mach,684.1536391267018,1.1292080352058826
constant_mach,689.1536391267018,1.1288653338058598
constant_mach,694.1536391267018,1.128525487584466
constant_mach,699.1536391267018,1.128188493409536
constant_mach,704.1536391267018,1.1278543481805696
constant_mach,709.1536391267018,1.1275230488286687
constant_mach,714.1536391267018,1.1271945923164597
constant_mach,719.1536391267018,1.1268689756380383
constant_mach,724.1536391267018,1.1265461958188965
constant_mach,729.1536391267018,1.1262262499158595
constant_mach,734.1536391267018,1.1259091350170245
constant_mach,739.1536391267018,1.1255948482416902
constant_mach,744.1536391267018,1.1252833867403065
constant_mach,749.1536391267018,1.124974747694399
constant_mach,754.1536391267018,1.1246689283165177
constant_mach,759.1536391267018,1.1243659258501733
constant_mach,764.1536391267018,1.1240657375697796
constant_mach,769.1536391267018,1.1237683607805933
constant_mach,774.1536391267018,1.1234737928186551
constant_mach,779.1536391267018,1.1231820310507357
constant_mach,784.1536391267018,1.1228930728742794
constant_mach,789.1536391267018,1.122606915717348
constant_mach,794.1536391267018,1.1223235570385637
constant_mach,799.1536391267018,1.122042994327059
constant_mach,804.1536391267018,1.1217652251024202
constant_mach,809.1536391267018,1.1214902469146402
constant_mach,811.0317770492791,1.1213876781235617
