wind_model,method,nodes,solver_status,atmosphere_model,terminal_mass_kg,terminal_mass_shortfall_kg,terminal_height_error_m,terminal_speed_error_mps,final_time_s,max_scaled_constraint_violation,constraint_violation_scale,scaled_collocation_defect_inf,max_midpoint_height_violation_m,max_temperature_deviation_k,max_pressure_deviation_pa,max_density_deviation_kgm3,slack_smoothing_tolerance_kg
no_wind,range_domain_collocation_readiness_dry_run,21,dry_run_not_optimized,C1_temperature_hydrostatic_pressure,61985.80332821356,14.196671786441584,0.0,0.0,802.85872308236,0.0,nondimensional,6.239062406556854e-05,0.0,0.08125000000001137,0.04425333180188318,0.00013606956521389213,0.001
