nodes,h_max_m,terminal_mass_kg,terminal_mass_slack_kg,final_time_s,scaled_collocation_defect_inf,max_scaled_constraint_violation,reintegration_state_error_inf,reintegration_terminal_mass_kg,reintegration_terminal_mass_signed_error_kg,reintegration_terminal_mass_error_kg,reintegration_terminal_mass_shortfall_kg,reintegration_terminal_height_signed_error_m,reintegration_terminal_height_error_m,reintegration_terminal_speed_signed_error_mps,terminal_speed_signed_error_mps,reintegration_terminal_speed_error_mps,mass_error_ratio_from_previous,speed_error_ratio_from_previous,max_thrust_step_n,max_gamma_step_rad,total_variation_thrust_n,total_variation_gamma_rad,max_node_speed_signed_error_mps,max_node_speed_error_mps,max_node_mass_signed_error_kg,max_node_mass_error_kg,gate_status,optimizer_success
31,12000.0,62000.0,2.4847409168220525e-12,802.9507316975968,1.4227723362621015e-14,0.0,0.00026239679516911564,62000.703759535005,0.7037595350047923,0.7037595350047923,0.0,-0.000994094843917992,0.000994094843917992,0.030218182974778074,0.030218182974778074,0.030218182974778074,,,2270.08193288678,0.003321218924591202,46131.96368399807,0.06406400807091883,0.03289361418097769,0.03289361418097769,1.1564107357626199,1.1564107357626199,discrete_feasible_reintegration_failed,True
61,12000.0,62000.0,4.8763770705329866e-12,802.9610228867392,1.9606860418655518e-15,0.0,6.545499103995098e-05,62000.17404530423,0.1740453042293666,0.1740453042293666,0.0,-0.0002734428344410844,0.0002734428344410844,0.007656418970441337,0.007656418970441337,0.007656418970441337,4.0435422151771405,3.946777611235689,1132.8073174256715,0.0016623782202359098,46352.36359770024,0.06404368994109527,0.008251661452305825,0.008251661452305825,0.2913260075074504,0.2913260075074504,discrete_feasible_reintegration_failed,True
121,12000.0,62000.0,5.086934364609145e-13,802.9646808046044,7.598737221075578e-16,0.0,1.6528749310600687e-05,62000.0450530395,0.04505303950281814,0.04505303950281814,0.0,-1.7129075786215253e-05,1.7129075786215253e-05,0.0018974432800007435,0.0018974432800007435,0.0018974432800007435,3.8631201390636427,4.035124027759258,566.1099035492662,0.0008314328181122483,46430.140280211606,0.0640639760105908,0.0020270544714264815,0.0020270544714264815,0.07297015366930282,0.07297015366930282,discrete_feasible_reintegration_failed,True
241,12000.0,62000.0,5.886126414873855e-13,802.9673926150158,5.966793656817736e-16,0.0,4.736673381818453e-06,62000.01066294836,0.0106629483634606,0.0106629483634606,0.0,-3.246795131417457e-05,3.246795131417457e-05,0.00048064810849268724,0.00048064810849268724,0.00048064810849268724,4.225195318135858,3.9476765776757694,283.0041755490747,0.00041577004055434166,46471.55293903118,0.0641577285964285,0.0005202896846299154,0.0005202896846299154,0.018133172125089914,0.018133172125089914,gate2_feasible,True
