distance_m,height_m,airspeed_mps,mass_kg,time_s,thrust_n,gamma_rad,temperature_k,density_kgm3,sound_speed_mps,pressure_pa,groundspeed_mps,mach,cl,cd,drag_n,dh_dx,dV_dx,dm_dx,dt_dx,scaled_constraint_violation
0.0,9500.0,240.0,72450.0,0.0,71905.34444871749,0.037580345067779686,226.39999999999998,0.43889912259378233,301.6344940486747,28523.228847019436,239.83054606422542,0.7956649678178758,0.5001673786946638,0.0332575333019631,47209.23807761234,0.03759804642006913,-0.0001149958488118521,-0.09024500437599778,0.004169610653899795,0.0
790.7554583333333,9529.748856288295,239.9055892519092,72378.83733967587,3.297793970764494,71662.95131250448,0.03762579635053187,226.20663243412605,0.43730595030083674,301.50565397070454,28395.41840091287,239.73579204771283,0.7956918422339746,0.5018904251204432,0.033335229947241064,47110.67587043407,0.03764356203116181,-0.00012379035770972553,-0.08974151250271144,0.004171258665460255,0.0
1581.5109166666666,9559.50102007292,239.80822547968896,72308.01484645958,6.596906821355929,71538.416659564,0.03758869866517994,226.013243369526,0.4357170296624042,301.3767444792505,28268.057962704683,239.63883167396537,0.7957091244517028,0.5036371834171046,0.03341426856341414,47012.614553250794,0.03760641182885164,-0.00012246471696384528,-0.08938464456629147,0.004172946400275082,0.0
2372.266375,9589.223856477618,239.71188068639876,72237.47174973399,9.897347793263274,71413.69512355066,0.0375517255059478,225.82004493289546,0.4341340892212642,301.2479069756049,28141.28533547798,239.54288783884658,0.7957296138353275,0.505387116894922,0.033493726206551264,46915.48755021203,0.03756938643208132,-0.00012121312875924538,-0.08903485537437435,0.004174617785658299,0.0
3163.0218333333332,9618.91746389693,239.61649660409063,72167.2025635642,13.199104343313461,71288.78726673061,0.03751487612606091,225.62703648466993,0.43255710220931265,301.11914112539296,28015.09745135471,239.44790233141813,0.7957531218658358,0.5071404284322283,0.033573613636769084,46819.27930671518,0.03753248509188286,-0.00012003486087632498,-0.08869186261224951,0.00417627379594208,0.0
3953.7772916666663,9648.581940162507,239.52201552980088,72097.20201958,16.502164696303684,71163.69351980918,0.03747814985290368,225.4342173889437,0.4309860420184771,300.9904465960586,27889.49126230862,239.3538175042527,0.7957794615695866,0.5088973231567417,0.03365394184822437,46723.97478078186,0.037495707133565266,-0.00011892921656146388,-0.08835539832413865,0.004177915399165223,0.0
4744.53275,9678.217382616718,239.42838029722486,72027.4650558193,19.80651784018086,71038.41418777635,0.03744154612555632,225.24158701299132,0.4294208821957814,300.86182305655,27764.463739709237,239.26057624480464,0.7958084474287782,0.5106580084897601,0.03373472207356275,46629.559428790286,0.03745905199430294,-0.00011789553523566359,-0.08802520841285338,0.0041795435574677724,0.0
5535.288208333333,9707.823888177641,239.33553424925168,71957.98680595832,23.112153521524206,70912.94944980773,0.03740506443554636,225.04914472684533,0.42786159643893906,300.73327017704133,27640.011873910174,239.16812194850874,0.7958398952944419,0.5124226941928066,0.033815965788571656,46536.019191917556,0.03742251916380261,-0.00011693318961159369,-0.08770105216181463,0.004181159227462986,0.0
6326.0436666666665,9737.401553408186,239.243421210936,71888.76258890331,26.419062241329872,70787.29936994148,0.0373687043964973,224.85688990284677,0.4263081585917894,300.60478762863545,27516.13267382679,239.076398491159,0.7958736223007041,0.5141915924148581,0.03389768471695574,46443.34048292434,0.03738610825404854,-0.00011604158747017478,-0.08738270179908374,0.004182763360629175,0.0
7116.799125,9766.950474585528,239.15198546232256,71819.78789873714,29.72723525110061,70661.46386530003,0.03733246567529933,224.66482191519404,0.4247605426397876,300.4763750830654,27392.82316652016,238.98535020238072,0.7959094467783365,0.5159649177475383,0.033979890835580076,46351.51017353837,0.03734981893037545,-0.00011522017025743932,-0.08706994203485438,0.004184356903689564,0.0
7907.554583333333,9796.470747766314,239.06117171200574,71751.05839498529,33.036664549241394,70535.44274768651,0.03729634805023276,224.47294013951893,0.423218722705777,300.34803221241265,27270.080396805508,238.89492183870033,0.7959471881704772,0.5177428872789492,0.03406259637975742,46260.515582204396,0.03731365096967216,-0.0001144684126281544,-0.08676256971719194,0.004185940799006146,0.0
8698.310041666666,9825.962468847238,238.97092507156273,71682.56989317645,36.34734287775523,70409.23569778072,0.0372603513411889,224.28124395249293,0.4216826730460683,300.21975868884505,27147.90142688677,238.80505855863063,0.7959866669509849,0.5195257206502123,0.03414581384877051,46170.34446250677,0.0372776041905039,-0.00011378582069256168,-0.08646039343049451,0.004187515984945031,0.0
9489.0655,9855.42573363715,238.8811910293232,71614.31835569676,39.65926371924544,70282.84226913922,0.03722447550855886,224.0897327313585,0.4201523680459739,300.09155418430396,27026.283335949687,238.71570589558792,0.7960277045405021,0.5213136401167339,0.03422955601172918,46080.98499169571,0.03724167855213771,-0.00011317193544786776,-0.08616323315449714,0.004189083396286422,0.0
10279.820958333334,9884.834943482247,238.79228773753735,71546.31390250343,42.97241471373721,70127.00124274174,0.03712382314638537,223.89857286736537,0.41862911121522495,299.96353024694207,26905.328704271134,238.62775746682553,0.7960710675092866,0.5231049432072702,0.03431374517235466,45992.5935632675,0.03714088696838632,-0.00011168466427317292,-0.08583546119957614,0.00419062732104425,0.0
11070.576416666667,9914.164504482966,238.70452840245696,71478.56632309538,46.286779111530294,69970.97203937417,0.03702330301460425,223.7079307208607,0.417114191198689,299.8357985944845,26785.13858020288,238.54094796075142,0.7961175067200529,0.5248953786799813,0.03439818213518204,45905.16302599945,0.037040228550023084,-0.00011027860934211195,-0.08551354105922777,0.00419215236859265,0.0
11861.331875,9943.41452111152,238.6178491824416,71411.07109509327,49.60234241188185,69814.75563511725,0.036922913024231105,223.5178056127751,0.41560756031787394,299.7083591453631,26665.7077795747,238.4552136238786,0.7961668131742309,0.5266851394582331,0.03448287562567623,45818.67533627713,0.036939701200208466,-0.00010895280816356821,-0.08519720722794136,0.004193659617681185,0.0
12652.087333333333,9972.585096217848,238.53218698136115,71343.8239001861,52.91909096335613,69658.35286525059,0.036822651176642025,223.32819687458397,0.41410917126940655,299.581211824088,26547.03116249917,238.37049144563247,0.796218779972843,0.5284744201044921,0.03456783457171506,45733.11302095207,0.036839302912667966,-0.00010770633766392635,-0.08488620907607794,0.004195150137650658,0.0
13442.842791666666,10001.676331100583,238.44747941817482,71276.82061260116,56.23701195654321,69501.76444395403,0.036722515561982964,223.13910384784617,0.41261897711844653,299.4543565609523,26429.103632684048,238.28671912800198,0.7962732022221896,0.5302634168376555,0.03465306810563554,45648.459159799866,0.0367390317700954,-0.0001065383122936299,-0.08458031026015972,0.004196624988834664,0.0
14233.59825,10030.68832556654,238.3636647977006,71210.05728804103,59.55609341708894,69344.99095313449,0.03662250433168139,222.95052588381748,0.4111369312927711,299.32779329178527,26311.920136801007,238.20383505660496,0.796329876943112,0.5320523275505812,0.03473858556633959,45564.697368733265,0.03663888591662371,-0.00010544788290981731,-0.08427928813165601,0.004198085222945162,0.0
15024.353708333332,10059.621177999219,238.28068208156287,71143.53015306278,62.8763241990367,69188.03285563149,0.03652261574882997,222.76246234300504,0.40966298757647657,299.2015219576656,26195.47566382725,238.12177827124844,0.7963886029806945,0.5338413518314346,0.0348243965016346,45481.811783483114,0.036538863608273055,-0.00010443423744293522,-0.08398293320918152,0.004199531883475536,0.0
15815.109166666665,10088.474985431993,238.19847085942183,71077.23559487499,66.19769397848381,69030.89048143134,0.036422848149491725,222.57491259469202,0.4081971001035283,299.0755425046135,26079.76524437837,238.0404884375506,0.7964491809147095,0.5356306909912488,0.03491051067092932,45399.787043952165,0.03643896317419995,-0.00010349659951721574,-0.08369104864997116,0.00420096600609332,0.0
16605.864625,10117.249843611977,238.11697132087394,71011.17015153047,69.52019324755025,68873.5640339282,0.03632319995803417,222.3878760165221,0.40673922335186324,298.94985488332276,25964.78395008809,237.9599058187585,0.796511412971947,0.5374205480921274,0.03499693804802391,45318.608279108914,0.036339183032048465,-0.00010263422813379986,-0.08340344977760011,0.004202388619037559,0.0
17396.62008333333,10145.945847064815,238.03612422824094,70945.33050247651,72.84381330865692,68716.05360402315,0.03622366967395986,222.20135199407866,0.40528931213752517,298.8244590488878,25850.526892993556,237.8799712487013,0.7965751029412829,0.539211127977084,0.03508368882404437,45238.261092499706,0.0362395216747597,-0.00010184641573921229,-0.08311996364973254,0.004203800743503997,0.0
18187.375541666665,10174.563089155867,237.9558708901219,70879.7134594451,76.16854626910707,68558.35916396733,0.03612425587614357,222.01533992048684,0.40384732160905573,298.69935496054563,25736.98922494379,237.80062610535316,0.7966400560910245,0.5410026373007467,0.03517077341048634,45158.73154829734,0.03613997767481142,-0.00010113248822736924,-0.08284042863065763,0.004205203394027098,0.0
18978.131,10203.101662159783,237.87615313439994,70814.31595767729,79.49438503597742,68400.48054706331,0.03602495723963516,221.8298391959614,0.40241320724153745,298.5745425813812,25624.166136983662,237.72181228374356,0.7967060790842978,0.5427952845677254,0.03525820244270311,45080.006157738826,0.03604054970103928,-0.00010049180631739074,-0.08256469397366102,0.004206597578881003,0.0
19768.886458333334,10231.536904733748,237.79730691191722,70749.14758140045,82.8213168218007,68215.95452193615,0.035863248212347494,221.64501011923062,0.4009881636327627,298.45013020036566,25512.15019448294,237.64439911482583,0.796774009621879,0.5445871140132983,0.03534588061371999,45002.22470596516,0.03587863156872498,-9.89281828887048e-05,-0.08226091826865393,0.004207967886997482,0.0
