artifact_id,wind_model,h_max_m,method,objective,slack_policy,sensitivity_type,multi_initial_policy,continuation_nodes,final_nodes,shooting_control_knots,initial_guess,terminal_mass_kg,terminal_mass_shortfall_kg,fuel_used_kg,final_time_s,max_height_m,hmax_margin_m,max_height_violation_m,active_hmax_fraction,reintegration_terminal_height_error_m,reintegration_terminal_speed_error_mps,fuel_identity_residual_kg,max_continuous_scaled_constraint_violation,tf_over_t_base,optimizer_success,optimizer_message,sensitivity_status
q3-T09,no_wind,10950.0,range_domain_reduced_control_shooting_final_fuel_optimization,min_m0_minus_mf,s_fixed_0,local_reoptimization,single_start_for_sensitivity,61->121,121,7,gate2,61990.328523043565,9.671476956435072,10459.671476956435,805.4552567404066,10996.063113398584,-46.06311339858439,46.06311339858439,0.008264462809917356,0.011175544144862215,0.010937565865845045,0.002934980986537994,0.004606140896834404,1.0185901533855704,False,Iteration limit reached,failed
q3-T09,no_wind,11500.0,range_domain_reduced_control_shooting_final_fuel_optimization,min_m0_minus_mf,s_fixed_0,local_reoptimization,single_start_for_sensitivity,61->121,121,7,gate2,62046.02766778739,0.0,10403.972332212608,805.5218390991643,11499.964988217276,0.03501178272381367,0.0,0.049586776859504134,0.002203231624662294,0.0001248738300603236,3.225825275876559e-05,0.0,1.0186743543817798,True,Optimization terminated successfully,failed
q3-T09,no_wind,12000.0,range_domain_reduced_control_shooting_final_fuel_optimization,min_m0_minus_mf,s_fixed_0,local_reoptimization,single_start_for_sensitivity,61->121,121,7,gate2,62094.08383912152,0.0,10355.916160878478,805.4675736590855,11999.961023545315,0.038976454685325734,0.0,0.024793388429752067,0.0031415534340339946,0.00013151798845001395,0.0006712634512950899,0.0,1.018605729535805,False,Iteration limit reached,failed
q3-T09,no_wind,12500.0,range_domain_reduced_control_shooting_final_fuel_optimization,min_m0_minus_mf,s_fixed_0,local_reoptimization,single_start_for_sensitivity,61->121,121,7,gate2,62115.942624403906,0.0,10334.057375596094,805.4503392814906,12352.720253617921,147.27974638207888,0.0,0.0,0.003687084899866022,0.000131657502777216,0.0007478474162780913,0.0,1.0185839346972079,True,Optimization terminated successfully,passed
