wind_model,method,nodes,solver_status,optimizer_success,optimizer_message,lexicographic_stage,mass_constraint_policy,atmosphere_model,terminal_mass_kg,terminal_mass_min_kg,terminal_mass_slack_kg,terminal_mass_shortfall_kg,terminal_height_error_m,terminal_speed_error_mps,fuel_used_kg,final_time_s,max_scaled_constraint_violation,constraint_violation_scale,scaled_collocation_defect_inf,max_midpoint_height_violation_m,max_reconstruction_height_violation_m,control_reconstruction,reintegration_state_error_inf,reintegration_terminal_mass_kg,reintegration_terminal_mass_signed_error_kg,reintegration_terminal_mass_error_kg,reintegration_terminal_mass_shortfall_kg,reintegration_terminal_height_signed_error_m,reintegration_terminal_height_error_m,reintegration_terminal_speed_signed_error_mps,reintegration_terminal_speed_error_mps,reintegration_max_scaled_constraint_violation,reintegration_max_node_speed_signed_error_mps,reintegration_max_node_speed_error_mps,reintegration_max_node_mass_signed_error_kg,reintegration_max_node_mass_error_kg,max_temperature_deviation_k,max_pressure_deviation_pa,max_density_deviation_kgm3
no_wind,range_domain_collocation_feasibility_gate,7,discrete_feasible_reintegration_failed,True,Optimization terminated successfully,stage1_minimize_terminal_mass_slack,m_f_plus_s_ge_62000_s_ge_0,C1_temperature_hydrostatic_pressure,62000.0,62000.0,0.0,0.0,0.0,0.0,10450.0,803.425545672954,0.0,nondimensional,2.213838179906021e-10,0.0,0.0,piecewise_linear_node_controls,0.009547743874952748,62028.90833469368,28.908334693682264,28.908334693682264,0.0,-0.018573729908894165,0.018573729908894165,0.7809638884583023,0.7809638884583023,0.003303964131906105,0.7809638884583023,0.7809638884583023,51.63372274716676,51.63372274716676,0.08125000000001137,0.04425333180188318,0.00013606956521389213
