nodes,h_max_m,rtol,max_height_error_m,max_speed_error_mps,max_mass_error_kg,max_time_error_s,max_scaled_state_error,max_continuous_scaled_constraint_violation,max_height_violation_m,max_speed_violation_mps,max_mach_violation,max_thrust_violation_n,max_gamma_violation_rad,success
7,12000.0,1e-08,70.27155869837225,2.2914587192469185,51.63509889441775,0.830750835078959,0.009547744663528828,0.0033037838926562473,33.03783892656247,0.0,0.0,0.0,0.0,True
7,12000.0,1e-10,70.27472534279877,2.291458391291627,51.63311729123234,0.8307509724146485,0.009547743297048446,0.0033039096517046345,33.039096517046346,0.0,0.0,0.0,0.0,True
