wind_model,method,nodes,solver_status,target_distance_m,terminal_height_m,terminal_height_error_m,terminal_speed_mps,terminal_speed_error_mps,terminal_mass_kg,terminal_mass_min_kg,terminal_mass_slack_kg,fixed_path_mass_slack_kg,fuel_used_kg,final_time_s,max_constraint_violation,max_abs_path_residual,h_sine_1_m,h_sine_2_m,v_sine_1_mps,v_sine_2_mps
no_wind,range_domain_parameterized_feasibility_gate,21,needs_relaxation,189781.31,10577.124,0.0,240.0,0.0,61989.785554391994,62000.0,10.214445608005917,836.5794254114517,10460.214445608006,802.8827871886949,0.0,6.938893903907228e-18,1929.465740765847,0.00010620225876440168,-5.573997676262163,-0.39285421873277626
