height_m,airspeed_mps,mass_kg,thrust_n,gamma_rad,required_dV_dx_per_m,layer_density_kgm3,c1_density_kgm3,density_delta_c1_minus_layer_kgm3,layer_drag_n,c1_drag_n,drag_delta_c1_minus_layer_n,layer_dV_dx_per_m,c1_dV_dx_per_m,dV_dx_delta_c1_minus_layer_per_m,layer_dm_dx_kgpm,c1_dm_dx_kgpm,dm_dx_delta_c1_minus_layer_kgpm,layer_required_thrust_n,c1_required_thrust_n,required_thrust_delta_c1_minus_layer_n,layer_required_thrust_dm_dx_kgpm,c1_required_thrust_dm_dx_kgpm,required_thrust_dm_dx_delta_c1_minus_layer_kgpm,interpretation
11000.0,235.0,67000.0,50000.0,0.0,0.0005,0.36391583257683874,0.36377976301162485,-0.00013606956521389213,42041.53191400867,42038.68863654215,-2.843277466519794,0.0005054600245151685,0.0005056406073964972,1.805828813286137e-07,-0.05957446808510638,-0.05957446808510638,0.0,49914.03191400867,49911.18863654215,-2.843277466519794,-0.05947203802520182,-0.05946865029034809,3.387734853727009e-06,fixed_thrust_mass_rate_is_density_independent_required_thrust_mass_rate_is_not
