artifact_id,wind_model,method,objective,claim_level,mass_constraint_policy,continuation_nodes,final_nodes,shooting_control_knots,target_distance_m,terminal_mass_kg,terminal_mass_min_kg,terminal_mass_shortfall_kg,fuel_used_kg,final_time_s,terminal_height_m,terminal_height_error_signed_m,terminal_height_error_m,terminal_airspeed_mps,terminal_speed_error_signed_mps,terminal_speed_error_mps,max_height_m,min_height_m,min_airspeed_mps,max_airspeed_mps,min_thrust_n,max_thrust_n,max_mach,max_scaled_constraint_violation,fuel_identity_residual_kg,near_zero_thrust_fraction,optimizer_success,optimizer_message,optimizer_iterations,validation_status
q4-T02,configured_wind,range_domain_reduced_control_shooting_wind_optimization,min_m0_minus_mf,locally_optimized_solution,m_f_ge_62000,41,41,5,189781.31,62586.15985891313,62000.0,0.0,9863.840141086868,733.7575702175238,10577.124000630612,6.306127033894882e-07,6.306127033894882e-07,239.9999999848631,-1.5136890851863427e-08,1.5136890851863427e-08,10577.124000630612,9500.0,233.818984282123,240.0,47646.47238188492,47711.184927151495,0.8082606377996152,0.0,0.03161247654497856,0.0,True,Optimization terminated successfully,113,passed
