artifact_id,range_factor,target_distance_m,terminal_height_target_m,fuel_budget_kg,fuel_used_kg,fuel_margin_kg,terminal_mass_kg,final_time_s,terminal_height_error_m,terminal_speed_error_mps,max_scaled_constraint_violation,fuel_identity_residual_kg,optimizer_success,optimizer_iterations,optimizer_message,validation_status,feasible_under_fuel_budget
q4-T06-trial,1.0,189781.31,10577.123844798727,10450.0,9863.840141086868,586.1598589131318,62586.15985891313,733.7575702175238,6.306127033894882e-07,1.5136890851863427e-08,0.0,0.05619844555621967,True,113,Optimization terminated successfully,passed,True
q4-T06-trial,1.03,195474.7493,10608.52991722747,10450.0,10128.754188380473,321.24581161952665,62321.24581161953,755.6708509949254,2.168335959140677e-05,6.229293205706199e-07,0.0,0.06239157635354786,False,80,Iteration limit reached,passed,True
q4-T06-trial,1.06,201168.1886,10637.064671167678,10450.0,10400.606708177256,49.39329182274378,62049.393291822744,776.8572467746003,2.6425654141348787e-05,7.484877642127685e-07,0.0,0.05872241100951214,False,80,Iteration limit reached,passed,True
