strategy,time_s,distance_m,mass_kg,height_m,airspeed_mps,groundspeed_mps,mach,density_kgm3,lift_N,drag_N,thrust_N,fuel_flow_kgs,climb_rate_mps,energy_residual,lift_balance_residual
constant_speed,29.153639126701787,7780.124027233065,72019.48092752745,9543.508130741493,240.0,266.25154480097376,0.7961623780341269,0.3314133016895796,706269.8426379369,44522.830216077644,48914.574776496236,14.723287007725364,1.4923739212248879,-1.859353180373442e-17,0.0
constant_speed,34.15363912670179,9110.873592792137,71945.90210407248,9550.970000347617,240.0,266.04883821763457,0.796247780212529,0.3310747127341803,705548.2808689023,44477.3433919296,48864.60111915378,14.708244936865285,1.4923739212248883,-3.7225094687877345e-17,0.0
constant_speed,39.15363912670179,10440.617977359214,71872.39845254587,9558.431869953742,240.0,265.8494724041765,0.7963332098794081,0.3307364696987552,704827.4562846589,44431.9030394717,48814.67851748211,14.693218233762114,1.4923739212248879,0.0,0.0
constant_speed,44.15363912670179,11769.373884783703,71798.96989614809,9565.893739559866,240.0,265.6534473605995,0.796418667049514,0.3303985722298943,704107.3681320606,44386.50911122611,48764.80691932019,14.678206882715374,1.4923739212248883,1.8650636785615867e-17,0.0
constant_speed,49.15363912670179,13097.15801891501,71725.61635815809,9573.35560916599,240.0,265.4607630869037,0.796504151737607,0.3300610199745491,703388.015658731,44341.161559763415,48714.98627256014,14.6632108680406,1.4923739212248883,7.467884290754465e-17,0.0
constant_speed,54.15363912670179,14423.98708360254,71652.33776193319,9580.817478772115,240.0,265.271419583089,0.7965896639584588,0.32972381258003164,702669.398113062,44295.86033770271,48665.216525147385,14.648230174069361,1.4923739212248879,-1.8688804175009756e-17,0.0
constant_speed,59.15363912670179,15749.877782695701,71579.13403090899,9588.279348378239,240.0,265.0854168491554,0.7966752037268519,0.3293869496940141,701951.5147442135,44250.60539771149,48615.49762508054,14.63326478514924,1.4923739212248879,-1.870791714993623e-17,0.0
constant_speed,64.15363912670179,17074.8468200439,71506.00508859934,9595.741217984363,240.0,264.902754885103,0.7967607710575801,0.3290504309645291,701234.3648021127,44205.39669250561,48565.829520411324,14.618314685643808,1.492373921224888,-7.49081986865423e-17,0.0
constant_speed,69.15363912670179,18398.910899496535,71432.95085859623,9603.203087590487,240.0,264.72343369093164,0.7968463659654487,0.3287142560399683,700517.9475374527,44160.2341748492,48516.21215924453,14.603379859932602,1.492373921224888,3.749240352019643e-17,0.0
constant_speed,74.15363912670179,19722.086724903016,71359.9712645697,9610.664957196612,240.0,264.54745326664147,0.7969319884652731,0.32837842456908284,699802.2622016924,44115.11779755469,48466.645489737966,14.588460292411126,1.492373921224888,-3.753074687067002e-17,0.0
constant_speed,79.15363912670179,21044.39100011275,71287.06623026778,9618.126826802736,240.0,264.3748136122324,0.7970176385718811,0.3280429362009828,699087.3080470555,44070.04751348269,48417.12946010243,14.573555967490828,1.4923739212248883,7.513825886950913e-17,0.0
constant_speed,84.15363912670179,22365.84042897514,71214.23567951641,9625.58869640886,240.0,264.2055147277045,0.7971033163001107,0.3277077905851365,698373.0843265295,44025.02327554198,48367.66401860157,14.55866686959907,1.4923739212248877,3.760755125255371e-17,0.0
constant_speed,89.15363912670179,23686.451715339597,71141.47953621934,9633.050566014985,240.0,264.0395566130577,0.7971890216648115,0.32737298737137066,697659.5902938653,43980.045036689466,48318.24911355198,14.543792983179145,1.4923739212248877,-5.64690185463181e-17,0.0
constant_speed,94.15363912670179,25006.241563055522,71068.79772435807,9640.512435621109,240.0,263.876939268292,0.7972747546808443,0.3270385262098697,696946.825203576,43935.112749930115,48268.88469332302,14.528934292690227,1.492373921224888,5.652676921487296e-17,0.0
constant_speed,99.15363912670179,26325.22667597232,70996.19016799176,9647.974305227233,240.0,263.7176626934075,0.7973605153630811,0.3267044067511751,696234.7883109364,43890.22636831686,48219.57070633674,14.514090782607356,1.4923739212248879,-5.658457894483542e-17,0.0
constant_speed,104.15363912670179,27643.4237579394,70923.65679125718,9655.436174833358,240.0,263.56172688840405,0.7974463037264047,0.32637062864618566,695523.4788719822,43845.38584495066,48170.30710106797,14.499262437421459,1.492373921224888,-7.552326372880974e-17,0.0
constant_speed,109.15363912670179,28960.849512806162,70851.19751836856,9662.898044439482,240.0,263.4091318532818,0.7975321197857094,0.326037191546157,694812.896143509,43800.59113298034,48121.09382604413,14.48444924163928,1.492373921224888,3.7800250553768206e-17,0.0
constant_speed,114.15363912670179,30277.520644422017,70778.81227361759,9670.359914045604,240.0,263.25987758804064,0.797617963555901,0.3257040951027008,694103.0393830718,43755.84218560261,48071.93082984522,14.46965117978341,1.4923739212248879,-5.675836310749596e-17,0.0
constant_speed,119.15363912670179,31593.45385663637,70706.50098137329,9677.821783651729,240.0,263.1139640926806,0.7977038350518962,0.32537133896778453,693393.9078489844,43711.138956062015,48022.81806110384,14.454868236392254,1.492373921224888,5.681640968772561e-17,0.0
constant_speed,124.15363912670179,32908.665853298626,70634.26356608197,9685.283653257855,240.0,262.97139136720165,0.7977897342886229,0.3250389227937314,692685.5008003176,43666.48139765084,47973.75546850498,14.44010039602,1.4923739212248883,-3.791634375466045e-17,0.0
constant_speed,129.1536391267018,34223.17333825819,70562.0999522671,9692.74552286398,240.0,262.83215941160387,0.7978756612810203,0.3247068462332198,691977.8174969002,43621.86946370909,47924.743000786126,14.425347643236622,1.4923739212248879,1.8977560333667505e-17,0.0
constant_speed,134.1536391267018,35536.99301536447,70490.01006452931,9700.207392470104,240.0,262.69626822588725,0.797961616044039,0.32437510893928334,691270.8571993164,43577.303107624466,47875.780606737106,14.410609962627866,1.4923739212248879,1.899696861851154e-17,0.0
constant_speed,139.1536391267018,36850.14158846687,70417.9938275462,9707.669262076226,240.0,262.56371781005174,0.798047598592641,0.32404371056530945,690564.6191689059,43532.78228283226,47826.86823520006,14.395887338795214,1.4923739212248877,7.606558700856352e-17,0.0
constant_speed,144.1536391267018,38162.63576141479,70346.05116607237,9715.131131682352,240.0,262.43450816409734,0.798133608941799,0.32371265076503997,689859.1026677636,43488.306942815376,47778.00583506943,14.381179756355897,1.4923739212248883,0.0,0.0
constant_speed,149.1536391267018,39474.492238057646,70274.18200493927,9722.593001288476,240.0,262.30863928802404,0.7982196471064978,0.3233819291925705,689154.3069587377,43443.87704110418,47729.193355291805,14.366487199942831,1.4923739212248879,-5.716593794092004e-17,0.0
constant_speed,154.1536391267018,40785.72772224483,70202.38626905515,9730.0548708946,240.0,262.1861111818319,0.7983057131017327,0.32305154550235016,688450.2313054296,43399.49253127656,47680.430744866,14.351809654204663,1.4923739212248877,-5.722440134651206e-17,0.0
constant_speed,159.1536391267018,42096.35891782576,70130.66388340498,9737.516740500727,240.0,262.0669238455209,0.798391806942511,0.322721499349181,687746.8749721934,43355.15336695786,47631.71795284292,14.337147103805716,1.4923739212248879,0.0,0.0
constant_speed,164.1536391267018,43406.40252864984,70059.01477305038,9744.978610106851,240.0,261.951077279091,0.7984779286438509,0.3223917903882176,687044.2372241345,43310.85950182072,47583.05492832549,14.322499533425969,1.4923739212248883,3.8227671726538073e-17,0.0
constant_speed,169.1536391267018,44715.87525856648,69987.43886312953,9752.440479712976,240.0,261.83857148254225,0.7985640782207823,0.32206241827496707,686342.3173271092,43266.61088958517,47534.44162046865,14.307866927761062,1.4923739212248883,0.0,0.0
constant_speed,174.1536391267018,46024.79381142507,69915.93607885706,9759.9023493191,240.0,261.72940645587465,0.7986502556883461,0.32173338266528834,685641.1145477236,43222.407484018506,47485.87797847929,14.293249271522264,1.4923739212248879,1.9152951161292908e-17,0.0
constant_speed,179.1536391267018,47333.17489107503,69844.50634552405,9767.364218925224,240.0,261.6235821990881,0.7987364610615946,0.3214046832153919,684940.6281533333,43178.24923893526,47437.363951616215,14.278646549436477,1.4923739212248879,5.751761645317612e-17,0.0
constant_speed,184.1536391267018,48641.03520136576,69773.14958849786,9774.82608853135,240.0,261.5210987121827,0.7988226943555918,0.3210763195818397,684240.8574120426,43134.13610819716,47388.89948919004,14.264058746246198,1.492373921224888,1.919214650638584e-17,0.0
constant_speed,189.1536391267018,49948.39144614666,69701.86573322216,9782.287958137473,240.0,261.4219559951585,0.7989089555854128,0.3207482914215444,683541.8015927031,43090.06804571305,47340.484540563164,14.24948584670951,1.492373921224888,3.842354849552238e-17,0.0
constant_speed,194.1536391267018,51255.26032926715,69630.65470521673,9789.749827743599,240.0,261.3261540480154,0.798995244766144,0.32042059839176895,682843.4599649135,43046.04500543886,47292.11905514972,14.234927835600063,1.4923739212248874,-1.9231422062359284e-17,0.0
constant_speed,199.1536391267018,52561.65855457662,69559.51643007746,9797.211697349723,240.0,261.23369287075343,0.7990815619128838,0.32009324015012697,682145.8317990191,43002.0669413776,47243.802982415575,14.220384697707086,1.492373921224888,-5.775326991212673e-17,0.0
constant_speed,204.1536391267018,53867.602825924485,69488.45083347628,9804.673566955847,240.0,261.1445724633726,0.7991679070407409,0.31976621635458147,681448.9163661101,42958.13380757922,47195.53627187815,14.20585641783532,1.492373921224888,-5.78123339800797e-17,0.0
constant_speed,209.1536391267018,55173.10984716015,69417.45784116104,9812.135436561972,240.0,261.05879282587284,0.7992542801648369,0.3194395266634451,680752.7129380219,42914.245558140654,47147.31887310647,14.191342980805047,1.4923739212248879,3.858097230176613e-17,0.0
constant_speed,214.1536391267018,56478.196322133015,69346.53737895544,9819.597306168096,240.0,260.9763539582542,0.7993406813003036,0.3191131707353794,680057.2207873333,42870.40214720573,47099.15073572111,14.176844371452052,1.4923739212248877,-5.793064339161083e-17,0.0
constant_speed,219.1536391267018,57782.87895469249,69275.68937275898,9827.05917577422,240.0,260.89725586051674,0.7994271104622849,0.3187871482293949,679362.4391873667,42826.6035289651,47051.03180939407,14.162360574627614,1.4923739212248877,-5.798988885880338e-17,0.0
constant_speed,224.1536391267018,59087.17444868798,69204.91374854684,9834.521045380345,240.0,260.8214985326604,0.799513567665936,0.31846145880485044,678668.3674121868,42782.84965765625,47002.96204384882,14.147891575198495,1.492373921224888,-5.804919491612881e-17,0.0
constant_speed,229.1536391267018,60391.099507968895,69134.21043236986,9841.98291498647,240.0,260.74908197468517,0.7996000529264233,0.3181361021214525,677975.0047365999,42739.140487563374,46954.94138886013,14.133437358046898,1.4923739212248877,-7.747808216740334e-17,0.0
constant_speed,234.1536391267018,61694.670836384634,69063.57935035441,9849.444784592593,240.0,260.68000618659113,0.7996865662589254,0.31781107783925594,677282.350436153,42695.475973017434,46906.969794254146,14.118997908070495,1.4923739212248879,5.816798904910309e-17,0.0
constant_speed,239.1536391267018,62997.905137784604,68993.02042870234,9856.90665419872,240.0,260.61427116837814,0.7997731076786316,0.31748638561866205,676590.4037871337,42651.85606839599,46859.04720990822,14.104573210182371,1.492373921224888,1.9409159082957583e-17,0.0
constant_speed,244.1536391267018,64300.81911601822,68922.5335936909,9864.368523804842,240.0,260.5518769200463,0.7998596772007432,0.31716202512041997,675899.1640665688,42608.28072812325,46811.173585750956,14.090163249311036,1.492373921224888,-5.828702628701706e-17,0.0
constant_speed,249.1536391267018,65603.42947493488,68852.11877167263,9871.830393410968,240.0,260.4928234415956,0.799946274840473,0.31683799600562473,675208.6305522233,42564.74990666996,46763.34887176208,14.075768010400383,1.4923739212248879,1.944887874191842e-17,0.0
constant_speed,254.1536391267018,66905.75291838398,68781.77588907535,9879.292263017092,240.0,260.43711073302603,0.800032900613045,0.31651429793571806,674518.8025226007,42521.26355855341,46715.57301797245,14.061387478409705,1.492373921224888,1.9468769042456716e-17,0.0
constant_speed,259.1536391267018,68207.80615021495,68711.50487240203,9886.754132623219,240.0,260.3847387943376,0.800119554533695,0.3161909305724871,673829.6792569413,42477.82163833732,46667.84597446395,14.047021638313646,1.492373921224888,0.0,0.0
constant_speed,264.1536391267018,69509.60587427717,68641.30564823073,9894.216002229343,240.0,260.3357076255303,0.8002062366176703,0.3158678935780652,673141.2600352218,42434.42410063187,46620.167691369476,14.032670475102211,1.4923739212248879,-3.9017221379119913e-17,0.0
constant_speed,269.1536391267018,70811.16879442005,68571.17814321452,9901.677871835467,240.0,260.2900172266041,0.8002929468802299,0.3155451866149303,672453.5441381546,42391.07090009359,46572.538118872886,14.018333973780736,1.4923739212248877,3.905712415550605e-17,0.0
constant_speed,274.1536391267018,72112.511614493,68501.1222840814,9909.139741441591,240.0,260.24766759755903,0.800379685336644,0.3152228093459055,671766.5308471868,42347.76199142534,46524.95720720891,14.004012119369877,1.4923739212248879,7.819413548064519e-17,0.0
constant_speed,279.1536391267018,73413.65103834544,68431.13799763424,9916.601611047716,240.0,260.2086587383951,0.8004664520021949,0.314900761434158,671080.2194444998,42304.49732937625,46477.42490666312,13.989704896905595,1.4923739212248879,7.827410435060836e-17,0.0
constant_speed,284.1536391267018,74714.60376982676,68361.22521075068,9924.063480653842,240.0,260.1729906491123,0.8005532468921762,0.31457904254319957,670394.6092130081,42261.2768687417,46429.94116757188,13.975412291439135,1.4923739212248883,3.917707750222814e-17,0.0
constant_speed,289.1536391267018,76015.38651278637,68291.38385038308,9931.525350259964,240.0,260.1406633297106,0.8006400700218931,0.3142576523368858,669709.6994363592,42218.100564363216,46382.5059403223,13.96113428803701,1.4923739212248879,-5.882571564437178e-17,0.0
constant_speed,294.1536391267018,77316.01597107366,68221.6138435584,9938.98721986609,240.0,260.11167678019007,0.8007269214066624,0.313936590479415,669025.489398932,42174.96837112851,46335.11917535219,13.946870871781007,1.492373921224888,-1.9628625499613063e-17,0.0
constant_speed,299.1536391267018,78616.50884853807,68151.91511737819,9946.449089472215,240.0,260.08603100055063,0.8008138010618127,0.31361585663532926,668341.9783858367,42131.88024397134,46287.780823149966,13.932622027768138,1.492373921224888,-3.92973992530686e-17,0.0
constant_speed,304.1536391267018,79916.88184902897,68082.28759901845,9953.91095907834,240.0,260.06372599079236,0.800900709002684,0.3132954504695133,667659.1656829143,42088.83613787154,46240.490834254655,13.91838774111065,1.492373921224888,-7.867517713278082e-17,0.0
constant_speed,309.1536391267018,81217.15167639579,68012.73121572961,9961.372828684463,240.0,260.0447617509152,0.8009876452446284,0.3129753716471938,666977.0505767347,42045.836007854916,46193.2491592558,13.904167996935994,1.492373921224888,1.9688909490591476e-17,0.0
constant_speed,314.1536391267018,82517.33503448793,67943.2458948364,9968.834698290588,240.0,260.02913828091914,0.801074609803009,0.3126556198339399,666295.6323545973,42002.879808993224,46146.05574879342,13.889962780386817,1.492373921224888,1.970904526974028e-17,0.0
constant_speed,319.1536391267018,83817.4486271548,67873.83156373778,9976.296567896712,240.0,260.01685558080425,0.8011616026932011,0.3123361946956622,665614.9103045291,41959.96749640414,46098.91055355799,13.875772076620951,1.4923739212248883,7.891680656672109e-17,0.0
constant_speed,324.1536391267018,85117.50915824578,67804.48814990693,9983.758437502836,240.0,260.00791365057046,0.8012486239305918,0.3120170958986126,664934.8837152848,41917.099025251155,46051.8135242903,13.861595870811376,1.4923739212248879,5.924813588241492e-17,0.0
constant_speed,329.1536391267018,86417.5333316103,67735.21558089109,9991.22030710896,240.0,260.00231249021783,0.8013356735305794,0.31169832310938406,664255.5518763455,41874.27435074361,46004.764611781546,13.847434148146244,1.492373921224888,5.930872874458826e-17,0.0
constant_speed,334.1536391267018,87717.53785109776,67666.01378431155,9998.682176715085,240.0,260.0000520997463,0.8014227515085741,0.31137987599491024,663576.9140779189,41831.49342813659,45957.763766873155,13.833286893828816,1.492373921224888,3.957958904991377e-17,0.0
constant_speed,339.1536391267018,89017.53942055757,67596.88268786353,10006.14404632121,240.0,260.0011324791559,0.8015098578799982,0.3110617542224649,662898.9696109368,41788.75621273089,45910.81094045677,13.819154093077488,1.4923739212248883,-3.962006695775779e-17,0.0
constant_speed,344.1536391267018,90317.55474383912,67527.82221931612,10013.605915927334,240.0,260.00555362844665,0.8015969926602848,0.3107439574596617,662221.7177670564,41746.06265987297,45863.906083474234,13.805035731125743,1.492373921224888,-3.966058626221717e-17,0.0
constant_speed,349.1536391267018,91617.60052479184,67458.8323065122,10021.067785533458,240.0,260.0133155476185,0.80168415586488,0.3104264853744543,661545.1578386577,41703.412724954906,45817.04914691747,13.790931793222155,1.4923739212248877,-1.9850573502814034e-17,0.0
constant_speed,354.1536391267018,92917.69346726511,67389.91287736838,10028.529655139582,240.0,260.0244182366715,0.8017713475092408,0.310109337635135,660869.2891188446,41660.80636341439,45770.24008182853,13.776842264630387,1.492373921224888,-5.961262384555491e-17,0.0
constant_speed,359.1536391267018,94217.85027510836,67321.0638598749,10035.991524745707,240.0,260.03886169560565,0.801858567608836,0.3097925139103354,660194.1109014422,41618.24353073457,45723.47883929942,13.762767130629124,1.4923739212248879,1.9891196489432814e-17,0.0
constant_speed,364.1536391267018,95518.08765217097,67252.28518209561,10043.45339435183,240.0,260.0566459244209,0.8019458161791466,0.3094760138690255,659519.6224809979,41575.724182444144,45676.76537047217,13.74870637651212,1.492373921224888,5.973461744037196e-17,0.0
constant_speed,369.1536391267018,96818.42230230237,67183.5767721678,10050.915263957955,240.0,260.07777092311727,0.8020330932356651,0.3091598371805135,658845.8231527793,41533.24827411717,45630.099626538635,13.734659987588127,1.4923739212248877,-3.986380521702665e-17,0.0
constant_speed,374.1536391267018,98118.87092935195,67114.93855830221,10058.37713356408,240.0,260.10223669169477,0.8021203987938959,0.3088439835144455,658172.7122127743,41490.8157613732,45583.481558740685,13.720627949180946,1.492373921224888,-4.988071723969336e-17,0.0
constant_speed,379.1536391267018,99419.45023716912,67046.3704687829,10065.839003170204,240.0,260.1300432301534,0.8022077328693552,0.30852845254080513,657500.2889576898,41448.426599877,45536.91111836985,13.706610246629323,1.4923739212248879,-4.9931730075452624e-17,0.0
constant_speed,384.1536391267018,100720.17692960329,66977.87243196723,10073.300872776328,240.0,260.16119053849314,0.802295095477571,0.3082132439299131,656828.5526849515,41406.08074533874,45490.388256767525,13.692606865287022,1.4923739212248879,-1.9993118032744518e-17,0.0
