scenario,time_s,distance_m,mass_kg,height_m,temperature_k,density_kgm3,sound_speed_mps,pressure_pa,airspeed_mps,groundspeed_mps,mach,cl,drag_n,thrust_n,fuel_flow_kgs,climb_rate_mps,mass_rate_kgs,fuel_per_meter_kgpm,implicit_denominator,cumulative_fuel_time_kg,cumulative_fuel_path_kg,path_integral_mass_kg
temp_plus_2K,0.0,0.0,72450.0,9499.999999999996,228.4,0.439372060314559,302.96387243366166,28806.20768019639,240.0,267.5000000000001,0.7921736610775315,0.4999820175566317,47248.2536259597,52588.441666111394,15.829120941499527,1.8038844968591354,-15.829120941499527,0.05917428389345615,0.8984531986314214,0.0,0.0,0.0
temp_plus_2K,0.00037383125971575767,0.09999985819259917,72449.99408258003,9500.000674344843,228.3999956167585,0.43937202442844425,302.9638695265604,28806.204774600996,240.0,267.49997976966836,0.7921736686788639,0.49998201755663174,47248.24976691539,52588.437071488916,15.82911955851816,1.803884395719008,-15.82911955851816,0.05917428319863003,0.8984532037467846,0.005917419963253015,0.005917419963252964,0.005917419970501214
temp_plus_2K,0.004112143856873334,1.0999980241704186,72449.93490840883,9500.00741779237,228.39995178434958,0.43937166556747087,302.963840455551,28806.175718664213,240.0,267.4997774678796,0.7921737446921865,0.49998201755663185,47248.21117649097,52588.39112150333,15.829105727572498,1.803883383039448,-15.829105727572498,0.05917427624579314,0.8984532549650722,0.06509159115857563,0.06509159115852302,0.06509159116831142
temp_plus_2K,0.041495269828449095,11.09993809124541,72449.34316954059,9500.07485217533,228.39951346086033,0.43936807697498326,302.9635497457012,28805.885160999413,240.0,267.4977546028255,0.7921745048255773,0.4999820175566322,47247.825274101364,52587.931627007114,15.828967419729139,1.8038732572660678,-15.828967419729139,0.05917420668906782,0.8984537670965693,0.6568304594000441,0.6568304593474515,0.6568304594111396
temp_plus_2K,0.4153265295442067,111.0951816017779,72443.42605587449,9500.749187838152,228.395130279052,0.43933219271794294,302.9606426670676,28802.979750057682,240.0,267.477541203328,0.7921821061877766,0.49998201755663185,47243.966429557135,52583.51182066882,15.827637058021311,1.8038310891752631,-15.827637058021311,0.05917370477841219,0.8984558998394457,6.573944624520516,6.573944572424254,6.573944125513663
temp_plus_2K,2.4153265295442066,645.9424607106846,72411.7778804581,9504.356643890871,228.37168181470932,0.43914026277953166,302.9450903561192,28787.44086434699,240.0,267.3698700936536,0.79222277448984,0.49998201755663196,47223.32707801991,52559.929921263465,15.8205389063003,1.8036249684563506,-15.8205389063003,0.059170986247473294,0.8984663249886755,38.222120588842124,38.22211256851381,38.22211954189697
temp_plus_2K,4.415326529544206,1180.575190638906,72380.14389805833,9507.963687730513,228.34823602975166,0.43894841891448083,302.9295390239722,28771.9105418362,240.0,267.2629919777527,0.7922634444078024,0.49998201755663185,47202.696982455745,52536.35894072473,15.81344404115814,1.803418876110764,-15.81344404115814,0.05916810226563082,0.8984767489447298,69.85610353630057,69.85608754300294,69.85610194166657
temp_plus_2K,6.415326529544206,1714.9949571046773,72348.5241021036,9511.570319413742,228.32479292381066,0.43875666108293687,302.913988670533,28756.388777686374,240.0,267.1569065863278,0.7923041159417634,0.4999820175566319,47182.076138579,52512.79887331369,15.806352460867418,1.8032128119692044,-15.806352460867418,0.05916505271316962,0.8984871717160806,101.47590003832613,101.47587606746717,101.4758978963946
temp_plus_2K,8.415326529544206,2249.2033452877213,72316.91848602566,9515.176538997206,228.30135249651815,0.4385649892450669,302.8984392957081,28740.875567061525,240.0,267.0516136501618,0.7923447890918224,0.49998201755663185,47161.46454210619,52489.249714619065,15.799264164100334,1.8030067763104527,-15.799264164100334,0.059161837474599216,0.8984975932885357,133.08151666329388,133.0814847104272,133.0815139743354
temp_plus_2K,10.415326529544206,2783.201939829404,72285.3270432593,9518.782346537555,228.27791474750586,0.43837340336105607,302.88289089940383,28725.370905128373,240.0,266.9471129001171,0.7923854638580788,0.4999820175566322,47140.862188755804,52465.71145881261,15.792179149102592,1.802800768933187,-15.792179149102592,0.05915845643556936,0.8985080136721867,164.6729599764968,164.67292003732163,164.67295674070192
