scenario,time_s,distance_m,mass_kg,height_m,temperature_k,density_kgm3,sound_speed_mps,pressure_pa,airspeed_mps,groundspeed_mps,mach,cl,drag_n,thrust_n,fuel_flow_kgs,climb_rate_mps,mass_rate_kgs,fuel_per_meter_kgpm,implicit_denominator,cumulative_fuel_time_kg,cumulative_fuel_path_kg,path_integral_mass_kg
temp_plus_5K,0.0,0.0,72450.0,9499.999999999996,231.4,0.44001951703031383,304.94707409647333,29227.579186925843,240.0,267.5000000000001,0.7870218158711482,0.4992463303825525,47270.8008084873,52691.76097694028,15.860220054059019,1.8311688525644914,-15.860220054059019,0.05929054225816453,0.8971193965063082,0.0,0.0,0.0
temp_plus_5K,0.00037383125971575767,0.0999998581354047,72449.99407095421,9500.000684544535,231.39999555046052,0.44001948102070904,304.94707116459335,29227.576233035918,240.0,267.499979463678,0.7870218234378825,0.4992463303825526,47270.796940016044,52691.75635922729,15.860218664127414,1.8311687493312125,-15.860218664127414,0.05929054161397034,0.8971194017095628,0.005929045782378063,0.005929045782378006,0.005929045786615461
temp_plus_5K,0.004112143856873334,1.09999801724996,72449.93478052497,9500.007529988958,231.39995105507177,0.44001912092483536,304.94704184579604,29227.546694154113,240.0,267.4997741020323,0.7870218991052286,0.4992463303825527,47270.75825532217,52691.71018504746,15.86020476569928,1.8311677179869406,-15.86020476569928,0.0592905351749932,0.8971194536922886,0.0652194750298248,0.06521947502977063,0.06521947502915282
temp_plus_5K,0.041495269828449095,11.099937386624322,72449.34187909012,9500.075984338928,231.39950610179696,0.440015519983455,304.94674865807167,29227.251307072263,240.0,267.49772064304074,0.7870226557788467,0.49924633038255267,47270.37141024797,52691.248442231714,15.860065781111743,1.8311574034056637,-15.860065781111743,0.05929047074863126,0.897119973577264,0.6581209098817752,0.6581209098276041,0.6581209098803811
temp_plus_5K,0.4153265295442067,111.09511107727586,72443.41314096849,9500.760519517207,231.39505662313815,0.43997951224729376,304.943816800965,29224.29760510917,240.0,267.47720176618185,0.787030222543081,0.4992463303825528,47266.50313973322,52686.80948062695,15.858729653668709,1.831114470885907,-15.858729653668709,0.059290023781285825,0.8971221375079319,6.5868595369069745,6.586859483248811,6.586859031507629
temp_plus_5K,2.4153265295442066,645.9400872615157,72411.70281097568,9504.422538492872,231.3712534997963,0.4397869219907263,304.9281319326951,29208.500458334584,240.0,267.36791061061547,0.7870707057391927,0.49924633038255284,47245.81338552119,52663.12588378311,15.851600891018714,1.83090450989643,-15.851600891018714,0.059287596835449666,0.897132720336107,38.297190081594394,38.29718182061967,38.29718902432069
temp_plus_5K,4.415326529544206,1180.5672981971325,72380.00673519798,9508.084137575537,231.34745310575897,0.4395944183060408,304.9124480561779,29192.71203686685,240.0,267.2594364711441,0.7871111905401178,0.49924633038255295,47225.13293162887,52639.453283201736,15.84447543824372,1.8306945778396595,-15.84447543824372,0.059284999053548636,0.8971433019555946,69.99326641085682,69.99324993738523,69.99326480201853
temp_plus_5K,6.415326529544206,1714.9783776378556,72348.32490701716,9511.745316823235,231.32365544064896,0.43940200115304223,304.8967651713176,29176.932335762573,240.0,267.15177906932126,0.787151676945956,0.4992463303825526,47204.461773738134,52615.791674128974,15.837353293912818,1.830484674897758,-15.837353293912818,0.05928223030775063,0.897153882357118,101.67509514301335,101.6750704520191,101.6750929828413
temp_plus_5K,8.415326529544206,2249.174958780605,72316.6573198179,9515.406076294028,231.2998605040888,0.43920967049155246,304.8810832780187,29161.161350081045,240.0,267.0449381267825,0.7871921649568067,0.49924633038255256,47183.79990753273,52592.141050768085,15.83023445628119,1.83027480089946,-15.83023445628119,0.05927929047194901,0.8971644615492154,133.34268289320735,133.34264997981938,133.34268018210423
temp_plus_5K,10.415326529544206,2783.158674265653,72285.00396698846,9519.066416045924,231.27606829570146,0.4390174262814155,304.86540237618556,29145.399074884674,240.0,266.9389133652474,0.7872326545727693,0.499246330382553,47163.14732869875,52568.50140817983,15.823118923862124,1.8300649559625248,-15.823118923862124,0.059276179423910565,0.897175039525856,164.99603627335068,164.99599513285284,164.99603301154275
