scenario,distance_m,temperature_k,density_kgm3,sound_speed_mps,pressure_pa
standard_isa,61241.50535849285,224.1454698885805,0.4205973068060402,300.12887229342635,27061.63328683895
standard_isa,61762.885392754855,224.12607017567768,0.420442401837006,300.1158839873351,27049.32524048197
standard_isa,62284.2116417944,224.1066681040973,0.4202875216919232,300.1028935398551,27037.020231720868
standard_isa,62805.48517487396,224.0872679944339,0.4201327008534445,300.0899038437034,27024.72099958599
standard_isa,63326.70706373996,224.0678667983321,0.4199779149829651,300.0769128577634,27012.425609904534
standard_isa,63847.87837315042,224.0484657244941,0.4198231737184366,300.0639213912636,27000.13482774476
standard_isa,64369.000176040645,224.0290659019869,0.4196684860520442,300.05093020024367,26987.849366624458
standard_isa,64890.07353910103,224.00966395303533,0.4195138250449725,300.0379370226477,26975.56708650593
standard_isa,65411.09953154743,223.9902637679088,0.4193592217008821,300.02494446363875,26963.29044895006
standard_isa,65932.07922460517,223.9708626107516,0.4192046542060886,300.0119506909396,26951.01772112577
standard_isa,66453.01368387738,223.9514615605119,0.4190501311508853,299.99895642705644,26938.74958457766
standard_isa,66973.90398151333,223.932061628242,0.4188956605753313,299.98596234914334,26926.486676934604
standard_isa,67494.75118469365,223.91265980208857,0.4187412184918567,299.9729664397533,26914.227093367183
standard_isa,68015.55636259305,223.8932595413985,0.4185868324300866,299.9599710159704,26901.97301859961
standard_isa,68536.32058597125,223.87385842323164,0.4184324830975163,299.9469744547261,26889.72292067192
standard_isa,69057.04492118419,223.85445739662305,0.4182781780384423,299.93397739166016,26877.477397808994
standard_isa,69577.73043968338,223.8350573544488,0.4181239243421745,299.92098042489846,26865.237011925503
standard_isa,70098.37820908269,223.81565565124407,0.417969700967847,299.9079817820217,26853.000092837006
standard_isa,70618.98929852118,223.79625531490152,0.417815531976539,299.89498349155406,26840.768549105524
standard_isa,71139.56477834858,223.7768542357647,0.4176614005927969,299.88198413997253,26828.541049141237
standard_isa,71660.10571558117,223.7574532328165,0.4175073133167444,299.86898427592,26816.318108065992
standard_isa,72180.61318106108,223.73805308061296,0.4173532762884597,299.8559844183636,26804.100212265985
standard_isa,72701.08824277835,223.71865150048885,0.4171992714087958,299.84298304029306,26791.885925603696
standard_isa,73221.53196984195,223.69925108841645,0.4170453192762983,299.82998188123537,26779.676881194355
standard_isa,73741.94543224732,223.67985004834335,0.4168914056280584,299.8169797375188,26767.471947287773
standard_isa,74262.32969757837,223.66044906908127,0.4167375359220054,299.80397707067146,26755.2715561315
standard_isa,74782.68583615648,223.6410488067404,0.4165837153506505,299.7909743203834,26743.076118780496
standard_isa,75303.01491629067,223.62164734980985,0.4164299287511332,299.7779702053973,26730.884432511164
standard_isa,75823.3180070653,223.60224686194184,0.416276193266004,299.76496617585013,26718.69785574842
standard_isa,76343.59617817741,223.58284586096025,0.4161224971400075,299.7519612381945,26706.515456021203
standard_isa,76863.85049768568,223.5634449054064,0.41596884479102,299.7389557667399,26694.33758294413
standard_isa,77384.08203547946,223.5440445328369,0.4158152404657924,299.7259501217923,26682.16457244929
standard_isa,77904.29186012948,223.524643199194,0.4156616719318693,299.7129432681546,26669.995454558997
standard_isa,78424.48104070101,223.5052426354763,0.415508152882873,299.6999363662242,26657.831313805524
standard_isa,78944.65064664863,223.4858416736079,0.4153546740659308,299.68692863281973,26645.67141640683
standard_isa,79464.80174641279,223.46644074178067,0.4152012388611616,299.6739203549408,26633.51602959804
standard_isa,79984.9354095397,223.44704025890823,0.4150478505715061,299.6609118134153,26621.365414407883
standard_isa,80505.05270480445,223.42763904862824,0.4148944998885946,299.6479022193752,26609.21883290243
standard_isa,81025.15470125871,223.4082384090184,0.4147411970647029,299.6348924431736,26597.077096559096
standard_isa,81545.24246817066,223.38883748627887,0.4145879353436948,299.6218819122043,26584.93966966554
standard_isa,82065.31707426935,223.36943657819305,0.4144347170703825,299.6088708260796,26572.806737342875
standard_isa,82585.37958884684,223.3500359849604,0.4142815446059937,299.59585938606705,26560.67848594739
standard_isa,83105.43108082516,223.33063489809945,0.4141284115594769,299.582847049859,26548.55440885202
standard_isa,83625.47261924794,223.3112341825667,0.4139753247498689,299.56983439750417,26536.435045357888
standard_isa,84145.50527325303,223.29183329896568,0.4138222799117423,299.55682106714806,26524.320057173423
standard_isa,84665.53011176482,223.2724324146324,0.4136692783572157,299.54380717095177,26512.209547583792
standard_isa,85185.54820391037,223.2530317109993,0.4135163215080354,299.5307928305524,26500.10362851426
standard_isa,85705.56061870113,223.23363074759453,0.4133634058832649,299.5177777503963,26488.00202387385
standard_isa,86225.56842517821,223.2142299561197,0.413210534877325,299.50476222001186,26475.905001705974
standard_isa,86745.57269240523,223.19482911166097,0.4130577067090987,299.49174608844095,26463.81242046217
standard_isa,87265.5744894087,223.17542825108768,0.4129049216607714,299.4787293803428,26451.724301881157
standard_isa,87785.57488523974,223.15602743703076,0.4127521802169895,299.4657121376662,26439.64068371013
standard_isa,88305.57494894176,223.1366265971003,0.4125994817992852,299.45269431176723,26427.56151958922
standard_isa,88825.57574955889,223.11722572967608,0.412446826386605,299.4396759014826,26415.48680726277
standard_isa,89345.57835613667,223.0978249243572,0.4122942146753657,299.42665696686294,26403.41660121856
standard_isa,89865.58383771038,223.0784240875477,0.4121416459207392,299.4136374450282,26391.35084195061
standard_isa,90385.59326334436,223.0590231630606,0.4119891196727924,299.40061729819325,26379.289493291817
standard_isa,90905.6077020565,223.0396224466037,0.4118366382474443,299.38759672474174,26367.23273777471
standard_isa,91425.6282228994,223.0202215032344,0.4116841982178209,299.3745754326924,26355.1803038428
standard_isa,91945.65589495676,223.0008207370468,0.4115318027507247,299.36155369318385,26343.13244128456
standard_isa,92465.69178717928,222.98141992400127,0.4113794500773892,299.34853135577333,26331.08900966306
standard_isa,92985.73696873366,222.96201888909485,0.4112271388159594,299.3355083029084,26319.04989917123
standard_isa,93505.79250855476,222.94261829609144,0.4110748741682277,299.3224849800801,26307.015520362034
standard_isa,94025.8594757092,222.9232172767931,0.4109226493116628,299.30946080440697,26294.985333415632
standard_isa,94545.93893937496,222.90381654972248,0.4107704698759368,299.2964362581636,26282.9597826573
standard_isa,95066.03196832484,222.88441576043735,0.410618333071569,299.28341110333355,26270.938647044404
standard_isa,95586.13963191705,222.86501461513936,0.4104662365875841,299.27038514257646,26258.92174341529
standard_isa,96106.26299894595,222.8456141455505,0.4103141885027008,299.2573590685322,26246.90970943802
standard_isa,96626.40313849771,222.82621305035093,0.4101621786094001,299.2443320073824,26234.901738105906
standard_isa,97146.56111990068,222.8068123623768,0.4100102149923416,299.231304652552,26222.898467488914
standard_isa,97666.73801165656,222.7874115968449,0.4098582938447069,299.21827667845434,26210.899596275656
standard_isa,98186.93488340404,222.7680103412,0.4097064119293385,299.20524780795216,26198.904868245823
standard_isa,98707.15280373963,222.74860999496784,0.4095545801925073,299.19221898083805,26186.915147244432
standard_isa,99227.39284177452,222.72920882390636,0.4094027850528805,299.17918903236443,26174.929360193102
standard_isa,99747.65606704348,222.7098081750021,0.4092510370418564,299.1661588670886,26162.94833808635
standard_isa,100267.94354768396,222.69040743321267,0.409099331338809,299.15312807187087,26150.971699692676
standard_isa,100788.2563537042,222.6710060672827,0.4089476637834716,299.1400962897801,26138.999116039424
standard_isa,101308.5955534454,222.65160584433025,0.4087960481798697,299.12706470772747,26127.03167617792
standard_isa,101828.96221604924,222.63220459745787,0.4086444675845295,299.11403187008864,26115.06804211153
standard_isa,102349.357411313,222.6128039875912,0.4084929349669789,299.1009988925033,26103.10923691152
standard_isa,102869.7822069168,222.59340326952963,0.4083414444964596,299.0879652743083,26091.15479978612
standard_isa,103390.2376733272,222.5740017933932,0.4081899910928112,299.0749305787948,26079.204329327466
standard_isa,103910.72487857296,222.55460169362465,0.4080385914075907,299.06189623992043,26067.259138790047
standard_isa,104431.2448918316,222.5352003710042,0.4078872251473522,299.0488605112808,26055.31762645032
standard_isa,104951.79878321895,222.51579980013645,0.4077359077107846,299.0358247195156,26043.38100658104
standard_isa,105472.38761986484,222.4963991057847,0.407584632260824,299.02278827648183,26031.448739201525
standard_isa,105993.01247278288,222.47699751953743,0.4074333928007631,299.0097506657208,26019.52035079595
standard_isa,106513.67440963216,222.457597542838,0.4072822088190506,298.9967135681265,26007.597377786988
standard_isa,107034.37449963158,222.43819614454375,0.4071310566849307,298.98367494665627,25995.67795595314
standard_isa,107555.11381327128,222.41879561263056,0.406979954216928,298.9706363388349,25983.763489866204
standard_isa,108075.89341703813,222.3993949419668,0.4068288935756445,298.95759706909644,25971.853360739027
standard_isa,108596.71438258124,222.37999324572124,0.40667786785131,298.9445565412724,25959.947023285426
standard_isa,109117.57777713306,222.36059339195725,0.4065268993582107,298.9315166830454,25948.046236029724
standard_isa,109638.48466995927,222.34119191807525,0.4063759611414267,298.9184751669206,25936.14887351833
standard_isa,110159.43613198012,222.32179142506615,0.4062250734296428,298.9054337411606,25924.256529692964
standard_isa,110680.43322894684,222.30239077806505,0.4060742273852445,298.892391642847,25912.368507353454
standard_isa,111201.47703323251,222.28298897195032,0.4059234151890134,298.87934819615367,25900.484189790957
standard_isa,111722.56861158591,222.2635892409695,0.4057726619696097,298.8663055753666,25888.60555653373
standard_isa,112243.70903332504,222.2441876915971,0.4056219374615784,298.8532611627689,25876.730222198614
standard_isa,112764.89936985572,222.22478723743583,0.4054712642937396,298.8402169171819,25864.859969141635
standard_isa,113286.14068610138,222.20538661406832,0.4053206326345233,298.8271719884181,25852.99402215399
standard_isa,113807.43405524713,222.1859846982305,0.4051700337590118,298.8141256210588,25841.13169346195
standard_isa,114328.78054350129,222.16658508986183,0.4050194955983658,298.8010802357695,25829.275182468977
standard_isa,114850.1812202395,222.1471834651079,0.4048689845907037,298.78803292488624,25817.421845201225
standard_isa,115371.63715740874,222.12778304973227,0.404718525754609,298.774985857578,25805.57365144708
standard_isa,115893.14941901248,222.10838244996572,0.4045681082689618,298.76193809648464,25793.72974840444
standard_isa,116414.71907913571,222.0889804245674,0.4044177225070205,298.7488888066714,25781.88937760208
standard_isa,116936.34720338984,222.0695809386213,0.4042673991901758,298.7358406549233,25770.05495715986
standard_isa,117458.03486121344,222.05017923860615,0.4041171014746973,298.72279044394764,25758.2235858876
standard_isa,117979.78312514996,222.0307788619481,0.4039668567582201,298.70974055301764,25746.397419998488
